10000 100000
2814 9669 614444261
7191 1096 237447421
2927 6467 683339641
5085 1341 796656524
2091 7685 822827183
3377 5543 890611000
5937 9108 745089582
7446 9757 962386881
9180 8419 598857144
6888 9413 56156585
3349 2173 554153589
1660 2010 176987480
2337 5211 859575252
6343 7588 45951528
8207 9302 150935471
7714 7373 119768142
5322 1256 7813143
4820 4600 11500430
7722 9905 170255984
5940 9812 991529058
3941 5668 287264810
1706 6229 962568422
1128 9151 624938639
5985 6659 698618083
3921 9225 264580539
2423 7270 438286658
1397 4082 267139677
5631 85 970084615
9293 1973 122074140
7673 3851 823814139
7626 5386 788885921
1223 9300 736518400
6641 6043 61261560
3899 714 324741913
2299 6191 385691275
525 2591 736605094
8210 8582 215352913
8820 9337 130780856
7733 1156 551508326
5995 8005 666726408
380 4770 39453793
5274 1777 105661914
8851 7256 843713887
1861 8143 899029044
5580 5885 151613442
1994 3206 994649357
7622 9568 871313538
2505 614 11942936
1962 2755 6149787
1327 4260 41569521
8945 8203 3471993
3203 3507 145930948
6785 2022 4137942
2843 869 480926983
9529 5190 697065383
8873 9909 121234832
9959 499 919213641
8037 8809 964205059
7754 6249 943835798
3304 3334 41287780
2134 1649 788019198
2891 9755 732721718
7568 1747 630322531
369 9530 701797109
4501 8047 57463631
3789 9798 868530157
6250 6991 290918554
3304 3034 125332895
5364 2498 851827364
254 4893 842426879
7687 9126 792059302
1153 3997 891281156
5976 9189 800605145
9158 3730 488289540
5437 2461 790310200
3415 3922 952218586
461 6305 335455249
29 8028 514140089
8051 6749 964161521
7557 8903 194121387
4795 7698 555709609
8700 1044 820149865
1040 2003 340052334
429 6404 412363902
4501 682 153593199
7648 8539 37117716
6160 5152 386115085
2536 2135 72806839
4340 1693 853839127
2216 6128 329950882
505 5630 966610970
50 965 494374676
8286 6430 915188952
5344 6336 449449852
3178 2901 48688136
5239 7972 825168934
6950 290 317980008
5368 7989 339606689
2293 5796 950501828
744 3145 22323724
2830 8391 34549919
1683 5341 595077481
3542 570 913604879
3827 4233 835155063
2262 6043 83367020
361 9118 556431430
8024 6762 639890000
82 6310 271338620
3191 5426 70571518
8997 6368 456567872
4678 4235 465460006
691 1627 478797478
4525 6058 129234088
9615 3169 805512340
8206 359 891161379
6313 7387 282827287
5101 4347 695146407
2727 4995 129792815
4917 6553 208150477
5579 3530 401501885
8947 2291 459743697
2648 6971 174761447
9052 9081 895876560
9632 8594 227449000
858 8628 624211298
1313 1887 944564695
9215 8356 52617933
3513 91 794707658
4413 9480 136687735
9611 8970 855636112
6190 2275 817031381
6356 7642 171237654
6621 5434 303229944
8988 7889 730636259
8339 4567 858909068
7771 7285 239113315
6857 418 139584041
607 2261 351315420
5850 238 510451935
7206 3060 210155558
5218 8519 807883291
4946 784 975911940
6874 8459 688953036
874 7638 789633731
4290 484 633940631
6608 479 432630766
2758 9315 72461017
4472 5730 181603390
1101 3460 562423581
3619 9439 133127845
8026 1389 583105274
3075 1234 874683629
8158 3682 307889291
3494 359 478981834
271 700 102132628
3418 1840 784616941
5570 8364 276062880
2623 8795 7266912
3174 9848 579324598
6432 7463 412750615
6683 9391 862903023
4293 5792 248872330
5058 5116 583988268
1522 6158 166132966
8575 1492 979508588
1948 2952 295413687
9232 5022 405246280
538 3741 119092628
5055 4031 646729106
4099 5326 915698214
1082 7517 181764538
3517 3003 307128749
2232 6140 744126506
1797 5405 723233925
2339 4581 96762479
9219 9022 378067136
3971 9863 8381042
4813 5380 21739847
4978 2686 559670525
1537 9905 570804622
4177 3484 154867691
9208 9760 142775799
4858 9745 298004602
3500 9912 315273334
128 3951 474273984
5237 7561 400137229
7819 5106 99890274
564 50 750336863
1245 8712 407404140
1806 9935 531731223
3292 7376 15603829
8956 3615 122823514
3590 3769 780603552
8994 4919 599592096
2806 6883 288956479
4823 6983 612628491
6718 4031 895005783
3094 1575 546719111
127 6594 584237471
1487 254 394251240
544 3075 314933676
7815 4714 766002008
8180 8378 701379988
4763 5776 59060181
7089 2920 341752284
5711 6733 798142466
295 1018 289643669
347 236 350133325
1138 5692 672398664
5154 3944 849314193
2574 6329 920937947
926 9292 827266355
6711 4019 844606343
7218 6837 71458900
6964 5056 142539688
7091 3859 171396678
8131 4905 471596129
8572 2662 94946313
9634 9686 774249893
4790 3074 731516620
2605 6852 626677535
9806 9251 789853721
7869 6504 854340134
9486 9007 259797438
2196 4640 241962169
2950 1121 143296612
968 227 872425928
6764 7678 136967951
597 3982 542532074
866 7561 456663398
9037 7956 383735542
7771 3519 857465750
9212 6343 75181757
2533 5197 85115530
2380 7322 916525930
8271 4985 416934040
4173 4428 735774347
4235 2041 58685950
7284 73 767067365
7399 5831 408173011
1064 348 908000143
6951 2031 540521663
574 3715 87955717
6060 7523 605122837
4048 6925 611980562
5083 9436 83011756
1233 9205 629035867
2955 444 936093042
1899 5487 30474420
5641 4279 403285759
9160 263 667609662
9263 9684 657151954
1042 9849 45655831
1724 8325 374466147
6273 9123 916949391
4155 7336 287617999
5822 7458 370279110
9366 2748 641891670
1172 1777 277102301
270 5219 912811184
8702 1704 98555068
4654 9934 660837843
908 3960 770276933
6729 2807 26253176
5798 8721 745953372
7085 1309 539319214
5335 2699 295703568
992 6377 334244070
8899 2716 598005164
1053 5172 62770932
8190 1560 742417080
2507 4011 358521658
9017 8225 455808946
3110 6540 682889148
1 3379 816160846
8110 5054 920305859
5082 9115 765900903
1339 5990 445196712
9427 8068 856398901
5148 5224 796375322
6788 2232 700998822
6533 2123 376524914
1282 3876 306043627
4851 180 746654653
6591 2255 750991060
5351 1132 75509369
3814 7858 34272651
1495 9182 121270169
6082 4604 717401039
5721 2434 311374952
7983 182 886597704
7488 9416 668472458
9297 8826 972212794
5405 8723 509390988
6893 552 547241985
298 33 570682517
9135 3182 48710202
8507 416 842945552
7058 9709 904926586
596 10000 499231717
1963 2298 758232835
7484 5777 499860018
155 8978 710269726
1310 2588 66558132
9933 3383 35265517
5022 4267 526430571
3564 8861 986863991
3683 9212 801166420
7686 9087 824143635
4286 931 695779243
5991 4584 450058093
7315 1477 525142456
4117 5821 72304156
1893 7526 608618072
5529 8840 124313460
7526 7491 675811567
1137 1361 684127440
9619 7644 158586111
338 929 649598087
6583 6622 254044830
4311 7956 322477414
889 4226 388712143
6816 4571 775033639
3438 854 147206559
9 7723 898103130
1784 2351 322275624
8658 9098 717889075
3828 9127 799329683
1270 2072 17737527
6652 3150 475332012
911 529 151077751
640 8399 775970362
1889 6611 827708381
2394 8578 861347476
3891 8977 842528493
5200 4553 862973898
6932 6088 240294399
8778 100 829392483
658 8567 516656669
953 7018 64438033
2642 2736 377688077
9369 1299 966714761
8185 3196 442096840
6777 5806 302508584
5267 3429 427849184
8955 2529 566410300
309 9594 978320150
7279 2198 111976624
2556 9673 724996410
775 6446 480434589
5001 2326 218537805
998 8284 47473823
8413 6128 869146731
8383 5422 993571444
4694 9335 47196733
2440 7335 619766212
8422 8160 168363419
4986 2958 765085807
1355 1762 419095895
8763 2973 186100945
1542 7717 92934170
1853 1851 570173645
3663 5483 962071306
400 6218 920642551
5155 1174 284037473
9016 6507 657116151
9852 6365 636132800
4791 8264 524331871
2492 3173 339024985
38 3538 152789468
8860 8829 588769903
872 7281 716713062
6591 8342 972020580
3971 5353 30866742
7666 5512 19221645
3070 9518 399869764
7362 3084 449793393
1352 4113 850058147
9301 6507 364362739
1639 4668 27306154
9365 1490 183009087
1033 4155 435416895
6105 9876 74779976
3680 6142 52155817
3413 2539 281504690
4970 637 121976708
6171 1957 524438380
2845 2761 449868108
6650 6815 739578866
4466 4315 943534274
2327 3887 488485405
184 6040 685029388
6970 1536 366224271
153 2622 303073062
4394 1791 458188290
7290 110 650261743
9632 4674 960189212
4265 5736 94321089
4549 4296 27109965
1878 4314 299214197
6834 3199 99626908
4950 9356 615879867
5156 7794 15927258
8469 8157 71647487
961 2934 499262960
8824 3287 887665254
3172 5359 324033602
5678 141 949056353
3246 2182 737723400
2762 3991 688396340
324 51 976362506
4101 9955 920732486
1076 8365 123813235
2043 5625 903658834
2660 3920 825404654
6290 5845 257834276
3470 1239 878151893
1552 4977 202359386
5384 20 707702384
3134 6344 470247111
9305 1957 145893659
5982 2476 48704140
3667 8012 7792850
8968 6913 364634281
193 1730 351777201
903 6869 465981139
8132 5003 867412375
3175 9208 311966413
9719 5217 560302227
1184 2378 894522339
5488 7473 463696961
4574 8958 659929134
5063 6126 362918557
3934 6798 332140570
2497 3419 584092972
3142 8154 862181517
1727 5475 219805823
6981 5394 908126574
3486 5949 663754221
2306 31 810045575
4030 9560 449039265
6899 2161 492633078
4563 6425 583294412
7720 4281 425368851
1642 8903 248808263
3011 3481 261215418
2727 7584 683203127
8790 4141 979476508
3709 2724 463574803
939 2558 243421862
2494 432 302239970
711 4221 461984813
5906 7691 292126001
9614 9392 310032819
3639 8271 826619094
9422 7668 643903201
7830 2672 776013957
6181 8744 546547820
9096 3900 955869613
3025 7089 188832535
9155 2387 441070159
570 8233 272082925
9970 5711 848761668
2374 31 803988715
8434 9664 604223494
2588 7280 285370991
95 9650 518686583
1500 2352 824029317
7340 7465 193497564
1743 7331 34957155
2087 7516 486591243
1350 9916 642536829
187 3882 380106585
5012 5635 69885654
4134 4388 67905679
2723 3288 628914847
6774 9644 331101071
1520 6743 603625157
5355 245 460907706
3125 140 794675873
6260 2064 847047018
7419 6354 763147675
1713 5270 109177038
8706 5405 139173018
2734 6800 73180493
2735 4820 935796131
4316 436 783076219
1088 854 849194449
670 2451 334860302
6488 4803 591462183
6838 5563 38026983
8090 3611 775930460
5206 5961 863545108
6705 6912 739305002
2558 9830 432435527
3404 8817 320284953
1893 822 24675993
1523 3606 803638461
2444 6580 144314269
5362 1529 70689908
3379 4448 838595616
2701 4046 483421863
4883 3788 565743088
4900 5552 71218552
2590 1387 553307517
354 9427 486165119
6949 4795 700133398
3037 8507 736924939
7108 6093 89790275
5418 9665 13557456
5922 8821 384117164
8481 4167 936837293
5995 6355 776705130
4124 8438 493294201
2934 9485 928526662
6318 6313 849885623
3932 9018 281606683
6710 5166 564119232
9157 1609 551596423
7070 1746 616466984
2996 7423 8097767
1172 6296 442139758
8570 560 244913796
4802 5677 871642874
6653 6572 33961111
5341 8926 677349322
1744 173 44444178
3092 4090 911153455
6528 3567 333504134
8879 5813 41274799
3051 5197 981843363
2125 3334 24616101
4214 5187 524696661
8500 3371 400102802
6795 5569 95834652
5116 6142 78004177
9343 2640 886267920
2438 4264 795968050
3199 3591 667445468
9940 6203 976058195
6514 1632 809525505
5129 8258 51562631
1805 4572 765411839
2347 4684 438746986
8139 1226 544856831
496 7541 546454852
6422 8973 141148960
7227 635 826463513
4159 5726 110574084
357 953 692745383
7646 5473 295446848
3447 3340 118671850
8112 5884 987401492
7604 7662 540360643
5826 7543 842831075
217 2340 21362602
9175 5345 70226316
597 7331 887275252
6268 9295 785032409
2014 758 403730450
520 8861 928550050
4651 3293 619392123
7833 1877 428346550
280 1991 453246711
3954 636 19494924
9296 1599 524181202
6108 2742 383767239
4938 571 905762844
4977 2541 172665603
4585 802 51212706
84 4801 734337390
9493 5610 982191107
6497 6441 955291688
2940 2764 352265580
5736 1305 273454444
9874 2607 352664870
165 4524 898720431
2252 4350 414603404
2752 2531 31644734
6340 6705 861810866
3166 1987 107348786
8303 5626 327091582
1080 9592 980482715
2548 2408 947266629
8485 7132 867452224
9562 4920 675830141
1932 9054 821145582
529 8428 937678540
5495 9820 563105393
7544 7582 606177990
1124 3769 341408989
188 7640 344171794
4644 2439 78086464
1989 7395 769755538
1321 4681 797418504
4099 4487 97581388
3019 8753 146453091
6464 4099 33702095
4696 9011 855860583
6506 3180 319118693
6143 6067 937431152
8099 4426 442714324
1473 4979 153826151
2854 6967 892722840
4798 6749 794979903
4548 2273 427280595
517 1087 97904061
9913 5160 546216685
9878 1901 841883998
2554 1198 129548795
2933 3004 260543903
2036 5952 801749135
8108 8499 456640376
50 9155 93542969
3862 2907 749015763
2335 4 324092599
5326 6785 769373110
4429 6798 422677696
1764 3634 114287490
116 6561 184994854
382 1015 28855686
5186 898 455696478
2101 5098 529166647
2409 8330 106942149
3350 1314 77968368
5880 2635 179101503
4317 7915 57039888
8586 8776 224421458
2766 4987 212803597
7931 6627 912900470
7893 6617 543540151
6630 9570 2751100
9753 7410 208131145
6367 1516 697366301
7396 2834 895473939
4429 7777 3111047
3848 9614 124646895
5027 2301 993378000
1063 3787 401844084
630 764 819047244
5101 6509 122926794
3398 9417 662387986
776 1983 620796378
4545 3541 432083521
3321 8827 755930954
6519 7566 222328492
1795 9500 756176119
7135 1547 377820415
6909 9854 645006188
3063 4304 870463609
2687 3843 562815268
8433 6535 526378225
9808 9811 178676438
8835 870 91981915
3597 5816 485836725
7985 8697 109161157
2325 1383 271083417
4466 9452 395392965
9717 5362 333582615
9344 3038 336403365
4188 5862 160809786
603 5982 729639117
5361 4089 339154464
3880 8621 368940931
3942 3294 279521769
2925 6629 87144755
7136 7709 224568329
3163 6943 256685016
3871 1997 80522754
4164 7467 626412412
7812 8501 75732259
2516 6488 55965899
6235 3333 141316749
2291 5951 549044989
8694 1634 340565771
5340 2881 749764055
7495 2294 771373480
5214 2855 96741889
6383 5445 127584469
1476 324 268896019
8739 752 819721849
6952 5874 690399737
4812 6466 647790595
9169 8682 850914639
4814 9684 634898003
2500 8978 133627320
4536 5015 960075795
5465 770 905981419
8347 4108 381536636
3073 3392 146174761
5741 8412 94901135
2624 9588 542346421
7058 7837 875813877
8794 3440 434055598
3282 6621 911287351
115 8372 155335646
7372 3419 521200352
597 8535 135855680
9884 9765 412020661
3568 4698 454239457
5801 6068 614784443
3675 336 340269271
7434 5491 362721707
7458 2133 756101192
5950 530 889314259
5524 1691 703287477
5293 8148 358381598
7630 2350 513204091
2336 6423 652545718
2141 1969 485966066
3044 2256 782100109
340 6767 324783918
2026 937 28882154
1654 8261 282407056
7053 5221 175698556
2958 9205 663780156
1288 2984 268550727
9541 8722 135774351
4827 6998 422277926
7206 7128 650087362
3879 2729 134465463
5170 9171 517179060
7228 2799 192433782
1521 9564 10279340
9222 3661 951234658
7884 8617 103721133
2268 8224 18131337
5383 4293 324951361
5512 7036 92093164
2554 2564 430151997
8609 1863 779190818
1769 9896 706877606
1199 7661 770421267
4969 2377 141912524
1010 2174 315495149
9504 4888 512251878
1255 4674 845200001
4058 8482 673876746
3824 1930 25455968
4397 3045 350262070
1943 2281 12359164
8013 4210 660072428
6856 9748 675045987
4855 2367 41241317
3135 3760 942479483
1282 1743 850744543
1974 9402 557537825
1639 3172 211030209
3414 2959 839035245
1900 4423 832332102
1485 7756 861117570
5662 9091 973500707
8781 6072 202027514
3924 2604 906067704
8001 8321 836296398
2001 9943 5778523
6953 13 862305188
505 3808 854427734
9760 5359 330729883
2526 2895 954398351
9118 159 137096082
4637 1091 109920700
9561 2627 513792308
615 2974 907517349
1938 8866 104349576
3749 3422 681803809
6621 9410 272285578
8864 5401 949549576
1833 2787 208196906
8005 9834 297741545
7459 6357 152327997
6128 4411 220556069
6369 6632 957813972
4570 6129 827373983
8342 3447 114313738
5375 7459 752809807
3606 11 530634877
4902 3166 524367914
8990 1868 963840015
2491 927 222186473
733 6239 356700015
700 3706 677473937
2001 9563 48203532
5458 3833 558727528
2349 3462 436057992
18 9808 884499929
6170 2498 564506050
570 2539 298363179
9129 5140 738927663
5019 7471 895235933
8586 393 105277881
1281 8543 876023744
6755 2534 857672984
1708 5744 471586540
4401 551 636057444
3022 1486 962022559
6789 3721 153390348
5191 5141 908343021
9635 648 764088486
5326 1984 361587254
462 1695 58600917
8143 6631 916416482
4192 5064 434659674
5521 3321 868931241
6555 539 743790465
7143 1493 548973411
931 8423 621741047
35 7686 126941693
7309 8095 73341324
9781 1709 438097413
8645 2803 349128166
9546 1785 282557691
6523 1088 968087701
6926 6158 397331697
1736 8603 693801570
4493 8549 404145692
297 8987 281831625
1531 841 110823972
4050 7052 555025222
513 6957 873275639
7590 7655 6059904
8449 4873 660303102
2429 8483 601815735
2558 6089 716249239
6577 2338 131889642
7798 5221 90389530
5140 3695 678271798
7006 8015 137796341
4783 283 998732551
524 2870 294876635
5237 5016 351899946
1418 1885 909849819
354 9300 211293117
2725 755 786559620
6351 3237 778781059
7711 293 807599933
7243 6159 188049382
5165 6024 253038457
4642 7722 934541625
2112 7570 113907058
6411 6261 543652222
2791 7903 283669790
9956 6148 396464748
5917 1090 511739922
2782 6440 681001486
3959 8018 90266317
7807 5376 768401966
9902 4512 815349463
4675 8979 53606640
5266 7378 323427187
8567 2977 688625101
7670 2162 59666543
9135 2834 836246641
4537 128 142957187
6907 3000 628432134
7698 3317 820652634
9261 6840 233346717
7571 5568 159220283
2987 3487 958448974
3009 5768 84595619
6278 6967 454096917
137 436 162865272
8694 38 994445437
4947 9720 665390033
5368 213 949424891
7097 3935 625742848
9541 1118 325506317
6096 8675 137474272
3951 632 878781304
8803 7209 260047942
3631 2852 251381329
526 9243 274949877
9691 4448 396234083
1162 2677 500362428
7935 4170 786689799
4796 564 77235569
1136 4932 443145097
7352 6181 407608116
1321 2298 745101383
5901 6689 496751736
8862 2997 731035302
6975 8402 286242835
4115 3070 408934631
3429 4417 419798294
53 8583 429200022
1626 3683 37366764
1434 8503 240450927
9278 1124 662546738
2950 6791 196587046
152 7236 51416253
961 4947 747142356
7800 8448 650683962
6230 1503 214281524
4629 7550 741587792
3800 529 168590347
590 9014 16222766
9877 7564 219846991
3767 3991 494096663
6985 7195 153697037
4760 7037 98628295
5777 6385 606660956
7072 7210 257594718
1239 2701 226094523
4685 540 2895039
9491 4836 757957145
7776 451 12784321
9782 1927 932646959
5251 2363 201102241
3429 9879 272908788
6265 3580 677748341
6759 6854 697853977
8945 6635 3944090
770 2712 963991175
6978 4106 106788607
6258 1737 276258735
1143 2035 245707548
4473 4566 996671722
5596 5711 516709662
7266 6633 908254285
6250 3108 45775119
1468 377 420642266
3559 7602 655396640
2303 5161 696459080
9964 2083 634923789
5039 6228 249500784
2015 1797 717565778
9434 959 651146554
8431 6555 469347774
3670 5408 64178793
660 9928 657359942
3496 1802 420492420
8314 7968 670839748
2719 261 914954659
30 6336 646586943
6893 2632 673734786
9444 4713 672911804
3008 9354 511887615
2314 1663 458898096
4514 8629 726530396
97 9552 784796403
4857 2111 136646436
7700 642 276900724
3070 2482 641256844
7196 3091 953153963
7890 7855 236205682
9370 7737 917515578
6009 7683 51377862
5705 8727 232877403
4296 5734 286741591
1415 1188 959632147
8365 858 278652521
2252 7725 707383856
211 4565 467545138
5739 4724 827627953
3194 5835 194823996
627 4402 717045921
7946 8326 545193730
1395 7367 698486901
807 8590 38910047
457 5048 609372522
2796 9827 355846843
2785 8804 311918818
3861 4841 132728622
3883 8156 123317853
574 1649 958505760
5696 5291 806463407
2506 7947 796229656
9367 9068 322909727
8864 5105 117877855
3791 8409 375276404
7291 769 960222481
9162 5236 107040642
9094 556 652177127
2602 6252 453995676
9145 9411 60194604
7652 8292 888382809
5589 436 224027605
3448 9449 111572466
5276 3682 121260211
3957 2201 510769196
5330 9652 923720964
3843 7835 252429084
3950 9561 70669403
6902 9165 391266101
4665 7044 80057036
7573 1956 118009751
7812 6734 960828374
3543 3257 477767117
3641 2497 816496651
5860 9137 999738420
8259 3511 939655991
7429 3847 24859845
298 876 164173589
3295 1925 72384612
4557 7251 148177698
4126 9886 122679349
3254 4320 731364370
4072 3556 944407353
3881 7325 298105427
2720 4897 849242224
4368 6645 172200108
3204 8531 110844259
9730 6747 956282866
1787 3371 824377235
5595 7646 564839934
8859 3853 868993821
7509 6287 712760043
7699 7806 788867538
3514 7345 833082638
9731 4422 686536605
948 208 152153085
659 4201 756803601
879 4730 791482040
4108 4759 222822488
2054 3180 586054
6008 2773 724055427
6176 9211 340832238
1303 5905 961414427
2309 9441 54338896
5627 7903 9845240
7087 4486 813669198
8107 947 993994886
7124 5805 34705085
8752 638 977842786
9502 4834 66379497
1411 449 182882782
1393 2070 953038486
1001 2272 650260218
3151 5109 127290134
3382 1557 103660264
8288 9389 499502442
4329 4463 152006594
4952 1984 214504522
6719 7260 308301659
1424 2346 976383828
1515 4862 779344455
3183 5973 177295479
5808 6658 541660222
8130 912 420728345
7295 7631 10378117
5745 5058 80713178
8079 7138 572881429
7127 9079 619698069
5761 6629 872195218
4187 9142 795703916
8185 8826 472800474
4883 8866 596250644
9640 9834 989052505
849 6359 286731252
3445 8624 650589539
5056 1311 998897745
3486 4590 100400449
7284 5645 497100776
1247 5413 33602829
6556 4894 930759587
3043 2301 415996624
9951 1121 216485610
5790 3429 736314424
6551 1550 66256842
57 738 196292095
7043 8242 692491040
5915 1925 418275635
3459 5555 348298688
8110 659 906995561
8265 1555 726577293
9282 3320 177198867
9217 9119 538856368
4261 6500 903872771
4764 5507 718859088
8264 1319 959584712
400 1306 766767239
9971 6702 799572266
8778 2112 384982492
130 5329 238981660
13 187 671767483
2418 7056 33202760
4780 4684 711782133
8980 4590 120534478
238 7090 22255264
5248 4854 998513385
4996 881 623640369
4525 4212 21153008
10000 8785 951430185
712 1115 120741144
644 5327 907272188
8785 1043 734706123
6633 5108 536737768
4097 1762 123757797
7219 4226 323536899
3442 7232 455510961
764 2211 172566244
4287 1895 16027938
6895 9618 873786595
2836 3484 373381283
3059 8083 775539850
8338 8054 600363887
5316 9214 550580150
8618 5315 166912569
7999 5681 356753009
2781 8642 269439237
1007 1565 979013632
6036 7639 976036600
3024 132 69011502
5753 243 363996124
710 5546 67534611
3826 7825 593295336
7757 4464 397198883
6072 1003 779316743
4081 8907 566346166
4486 3492 271970498
6990 9175 630346479
1545 8657 189986534
8389 162 145639858
3971 2739 434293016
5842 3103 163244029
1380 6849 52912045
1019 3767 21515490
839 4043 699981796
251 2943 29186194
4285 960 197568740
8489 4462 8009108
5136 2597 54268789
8925 1207 66113029
3599 9357 881795702
114 4436 427650071
2848 3455 841652879
9963 745 334675940
2111 4703 978230220
7258 2433 861081799
7441 9452 691428949
1887 5172 100185809
6300 2905 840095431
5290 3490 519981900
6947 5540 21713662
2785 7583 56607906
2851 1273 587516510
2044 7987 615008998
3869 7320 306323140
9193 3819 219349604
6677 5658 33871515
8254 5876 578293637
5464 8216 849696083
6620 3926 223858048
9270 3878 723933494
2710 6710 136505450
9681 4596 387102076
8233 2332 776845539
7501 3523 10537291
5821 4447 939600224
5414 4957 658548084
2030 8265 208106031
6229 425 947609331
6251 6449 712816872
7745 1795 274219059
6619 773 829405033
3805 4873 140466942
6648 9268 115871937
9440 9620 16597324
3194 8710 118697162
9849 2255 829470088
1771 9529 708026272
6851 6356 71399322
1860 4351 522081870
6230 4032 80524523
5149 1643 93112983
8989 7178 578689775
9907 1569 668041032
3955 2509 708121980
4370 1699 885012914
4304 988 887390636
2471 8108 741993494
2212 5470 315822902
3727 8004 589603070
1441 3272 818367893
3065 1289 39756396
5527 1187 726108519
817 2377 57986321
7542 9028 669118286
3079 123 736645809
3060 8227 997586544
1766 8400 327666369
5405 8024 944751839
9968 9359 945195874
533 689 40483240
7409 1188 71487250
1677 6231 627117258
9295 240 33466533
8052 9373 39875538
8243 9493 643714582
2645 1307 4680046
781 4523 869345625
2494 7950 204257205
6899 6387 76079367
3329 9977 391427494
6510 6388 284781728
8203 4627 169192350
1139 9959 822633620
2650 7459 952822759
5669 3182 729830681
8147 9429 560162885
721 6175 692729746
5659 15 324340527
6415 63 875985787
5740 4657 282332815
9555 4736 142708419
2316 335 915742182
9258 1161 860957685
4636 2508 200694739
7547 7965 437376819
2484 4056 450119846
704 7038 50797634
5034 1843 765043187
3349 7684 247388036
9301 5369 995993508
7217 7447 658042778
1150 7938 318875285
3622 3160 475627117
4304 6388 544025662
3222 43 358750823
1044 2776 971858050
4778 9711 548705708
9463 387 228096447
871 4098 28631607
2894 8418 477301426
2062 1729 472040293
8825 9118 313413334
8767 3859 646493775
960 8467 294673912
7894 260 118752444
187 5110 228840808
4058 1336 854836797
3047 4031 811482190
4496 3703 553181334
418 7717 583338935
97 7814 946331356
493 4875 695889752
7524 6307 351597468
5261 8395 807289041
404 4507 749100843
3164 8818 788974286
6235 8340 109925238
7935 1353 799898476
8550 8894 406533824
9819 6443 357313273
5505 6 648408335
7905 5914 64576601
7693 7303 676188558
9945 2188 124035452
1005 362 461118614
6257 1102 34939380
4527 6749 948409853
2328 2051 9824321
3055 3940 115552178
6797 9810 977041459
8446 6312 339642099
8627 4681 587592470
1003 2913 142971144
6033 9553 986135873
8158 2204 882266382
2347 3662 261723588
8561 251 67493032
5928 6253 589619530
7554 5872 925722129
8441 8558 620674365
2585 1049 25474816
6011 7112 872053484
4149 8338 169080469
5514 3555 377072283
2278 8662 531858876
3364 7075 918181311
1325 8343 166046568
1755 2327 641784113
1255 4140 718079786
1879 5765 572580391
6343 4226 999097386
5778 4903 219004473
828 1705 489673343
1155 8381 527802295
7576 5947 195556276
3291 161 950791956
6995 9301 562741674
3624 1143 143966128
